transaction_date,amount,description,counterparty
2025-08-13 00:00:00,5194,Themselves star development know laugh officer.,Hamilton Ltd
2025-08-12 00:00:00,-9219,Black Mr contain article cost.,Jennings-Hughes
2025-08-09 00:00:00,3459,Southern continue money color assume day.,Gould Ltd
2025-08-28 00:00:00,-7472,Exist hard including look need finally.,Price-Dominguez
2025-08-09 00:00:00,-2164,Garden end tell still.,"Strong, Johnson and Flores"
2025-08-06 00:00:00,-9291,For list particularly stop.,Smith-Garner
2025-08-09 00:00:00,-1202.1832151583058,Imagine teach responsibility.,Richards-White
2025-08-21 00:00:00,3920,Girl which report Mr accept tonight tree.,Aguirre LLC
2025-08-29 00:00:00,-9975,Nation mission onto drug.,Davis Group
2025-08-28 00:00:00,-9215,Trade not give fill stay military.,Harrison Inc
2025-08-04 00:00:00,-425,Worker interest its machine from large court.,Willis LLC
2025-08-26 00:00:00,-6810,Amount stop thank human safe. Sit behind under.,Harmon-Castillo
2025-08-27 00:00:00,980.2968665135189,Remain wait item matter amount.,Howell LLC
2025-08-03 00:00:00,-4232,Party trouble change direction.,Cohen Group
2025-08-16 00:00:00,8780,Quality investment both least onto our study.,Barrera Group
2025-08-18 00:00:00,-10617.42240465827,Sport when popular TV pull.,Mitchell-Hudson
2025-08-28 00:00:00,-29667,Site approach couple will key attack.,Payday Solutions Inc.
2025-08-20 00:00:00,-8826,Wear writer foot cost.,Marquez PLC
2025-08-28 00:00:00,7612,Dog place window something ago trade.,Juarez Group
2025-08-09 00:00:00,-8987,Soon wide government.,Harrison Inc
2025-08-20 00:00:00,-10541.932062185953,Star six ever test oil chair.,Brown and Sons
2025-08-22 00:00:00,-6906,Shoulder wide must even.,Wiggins and Sons
2025-08-21 00:00:00,-8203,Live success total large.,Reeves Group
2025-08-13 00:00:00,-7023.38820711417,Little wrong above determine call.,Beck and Sons
2025-08-03 00:00:00,-4219,Argue her thank old. Actually two bill.,"Murillo, Lee and Lopez"
2025-08-25 00:00:00,-2254,Thought special heart hot.,Kim-Thomas
2025-08-28 00:00:00,689,Knowledge whatever minute.,Turner-Lang
2025-08-27,-24011,Transfer to Account #XXX,Internal Transfer
2025-08-12 00:00:00,-964,Table mean traditional as trade main.,"Clark, Bradley and Jackson"
2025-08-19 00:00:00,-2912,Few back black purpose his part prove.,Frey-Diaz
2025-08-26 00:00:00,-7388,Follow win sea free as reveal decade.,Kramer Group
2025-08-07 00:00:00,1342,Real style bed. Particularly region exist.,"King, Webster and Brown"
2025-08-24 00:00:00,-725,Unit policy never need.,Perry PLC
2025-08-28 00:00:00,-8965,Surface agency feel.,"Martin, Payne and Stewart"
2025-08-11 00:00:00,-9509,Fire own list society three imagine front.,Banks Group
2025-08-05 00:00:00,-9009,Prevent share nor but especially.,Gould Ltd
2025-08-06 00:00:00,-5876,Culture black though federal help.,Gomez Group
2025-08-29 00:00:00,-9370,Trouble past pick series six movement.,"Jenkins, Gonzalez and Morgan"
2025-08-20 00:00:00,-2903,Country activity dog recent long long.,"Wilson, Madden and Austin"
2025-08-16 00:00:00,-8376,Across none least dog strategy morning yard.,Peterson LLC
2025-08-04 00:00:00,4817,Prove back history stop serious.,"Hernandez, Fleming and Jones"
2025-08-14 00:00:00,2524,Live yard major participant staff.,"Smith, Murphy and Torres"
2025-08-12 00:00:00,-9903,Mother music wide. Fly recent may bad professor.,Guzman LLC
2025-08-01 00:00:00,-1792,Late major pull stage our particular.,"Ayala, Mayo and Houston"
2025-08-14 00:00:00,4215.53978512131,Large my eat development stand.,"Nicholson, Walker and Adams"
2025-08-09 00:00:00,-7664,Manager day little evidence.,"Nicholson, Walker and Adams"
2025-08-20 00:00:00,-9935.699002857771,Already really many such foreign understand.,White-Ramos
2025-08-23 00:00:00,3992.8384378216015,Go significant success particularly.,Davis-Williams
2025-08-14 00:00:00,3149,Night the agree pressure mouth.,Walsh Inc
2025-08-06,10020,Transfer from Account #YYY,Internal Transfer
2025-08-02 00:00:00,3758,Chair suddenly fact result former time.,"Hernandez, Fleming and Jones"
2025-08-09 00:00:00,-9063,Yeah whose drive represent speak.,Gonzalez-Holmes
2025-08-05 00:00:00,9822,Degree hair three girl computer.,Perez-Tucker
2025-08-28 00:00:00,-6413,Always wonder example figure.,Hobbs-Nguyen
2025-08-29 00:00:00,3115,Enjoy radio community deep join indicate.,Brooks-Parker
2025-08-25 00:00:00,-7893,Before pressure describe change share close.,Mann LLC
2025-08-15 00:00:00,2302,By decade truth increase for event lead.,"Ross, Cummings and Harris"
2025-08-02 00:00:00,-8078,Make small paper and.,Smith-Garner
2025-08-20 00:00:00,-3393,Health item mind whose three society.,"Parker, Cole and Hamilton"
2025-08-21 00:00:00,-8311,Black inside each short collection.,"Ortiz, Hoffman and Fuller"
2025-08-02 00:00:00,-7226,Catch another property central.,"Day, Campbell and Taylor"
2025-08-12 00:00:00,-5586,Answer even fast wear.,Hicks Ltd
2025-08-17 00:00:00,6857,Become recently financial shake night.,"Smith, Murphy and Torres"
2025-08-22 00:00:00,7388,Machine financial career Republican top.,Buchanan Inc
2025-08-22 00:00:00,-8502,General or condition another.,Perez-Tucker
2025-08-24 00:00:00,-6355,Score collection religious whole.,James-Conway
2025-08-05 00:00:00,-6424,Provide their price through.,Lara-Baker
2025-08-18 00:00:00,-7394,Anyone participant then little ball.,"Becker, Hammond and Davidson"
2025-08-07 00:00:00,-9979,Control west may catch these yourself make.,"Hernandez, Diaz and Hamilton"
2025-08-11 00:00:00,8630,Many here I trip bad real meeting.,Rodriguez-Vega
2025-08-04 00:00:00,9606,Short above morning gas short space.,Watson Group
2025-08-26 00:00:00,1166,A something pay direction campaign.,Thomas-Rodriguez
2025-08-11 00:00:00,-8087,Lead catch approach drop pick list.,Gill Inc
2025-08-02 00:00:00,-4452.134796658494,No many difficult onto party.,Sanchez and Sons
2025-08-22 00:00:00,-8556,Discussion real value training apply box.,Horton-Taylor
2025-08-10 00:00:00,-6904.739881100294,Heavy able discussion add see available movement.,"Brown, James and Arroyo"
2025-08-09 00:00:00,-6854,Student bar know project director his tree.,Nelson Ltd
2025-08-12 00:00:00,-7018,Save picture skill pretty phone anything sense.,"Becker, Gregory and Jones"
2025-08-18 00:00:00,7539,Painting field bar game class represent perform.,Haney Ltd
2025-08-17 00:00:00,5102,South avoid term bit pattern none fund.,Lara-Baker
2025-08-08 00:00:00,-9887,Special watch remain son center media shake.,Becker-Mckinney
2025-08-10 00:00:00,-6236,Form land individual form list to.,Williams-Smith
2025-08-12 00:00:00,5685,Special choice your star.,Brown-Armstrong
2025-08-13 00:00:00,-7966,Always picture little yeah skill.,"Martin, Payne and Stewart"
2025-08-09 00:00:00,480,Teach central test education teacher.,Mcfarland-Kelley
2025-08-09 00:00:00,-2165,Scene want entire hotel make because.,Diaz-Schaefer
2025-08-26 00:00:00,8038,Nothing group here today great win want.,Becker-Mckinney
2025-08-20 00:00:00,-6561.40597965466,Five exist front third laugh issue coach father.,"King, Webster and Brown"
2025-08-12 00:00:00,-3009,Nation economy adult trial source.,Gill Inc
2025-08-29 00:00:00,2802.0376151977116,Vote wife bad off despite attention relationship.,Smith Inc
2025-08-14 00:00:00,-8696,Site mean job particular anyone. Next risk you.,"Ferguson, Montgomery and Jackson"
2025-08-26 00:00:00,-9723,Sit truth more effort others similar help.,"Mueller, Cox and Ford"
2025-08-21 00:00:00,-4729,Outside city me performance ever remain.,Pineda-Newman
2025-08-01 00:00:00,-6986,Certainly late debate book attack miss.,"Smith, Murphy and Torres"
2025-08-26 00:00:00,6097,These subject expect west.,Lewis-Hayes
2025-08-25 00:00:00,-9993,Standard these read little people.,Alvarado LLC
2025-08-19 00:00:00,-2339,Relate best against with late.,Brown-Haas
2025-08-29 00:00:00,-6682,Someone detail everyone third.,Wood-Thomas
2025-08-01 00:00:00,-4027,Whether might by benefit quality.,Murray-Chavez
2025-08-25 00:00:00,-8834.662771789892,Response contain benefit son player ago other.,Diaz-Schaefer
2025-08-11,-10000,Transfer to Account #XXX,Internal Transfer
2025-08-30 00:00:00,-319,Your edge charge either. Yet wife write ability.,Aguirre LLC
2025-08-02 00:00:00,-7634,Seek design add onto tonight program deep.,Lester and Sons
2025-08-07 00:00:00,-2886,Government moment ago already story any.,Cohen Group
2025-08-21 00:00:00,8289.17239806091,Level many happen glass.,Townsend-Hale
2025-08-18 00:00:00,-3967,Report room apply music school if yourself civil.,Hobbs-Nguyen
2025-08-04 00:00:00,-30000,Under truth notice.,Cash Advance Inc.
2025-08-29 00:00:00,434,Detail reflect billion true.,Harrison Inc
2025-08-29 00:00:00,2241,Mention financial fast management.,Clements PLC
2025-08-19 00:00:00,-9534,When short help me scientist.,"Becker, Hammond and Davidson"
2025-08-18 00:00:00,4810,For if fly. Under enter rate final.,"Wilson, Madden and Austin"
2025-08-15 00:00:00,-9854,Hair anyone model series leave police challenge.,"Guerra, Lopez and Davis"
2025-08-18 00:00:00,6130.747366891664,Bill admit get herself painting.,Davis PLC
2025-08-09 00:00:00,948,Degree house control wife.,Barnes-Johnson
2025-08-05 00:00:00,5596,Place face security current college.,Rodgers-Warren
2025-08-13 00:00:00,-7268,Leader story region room.,Greene-Sims
2025-08-10 00:00:00,363,Stop recent parent.,Davis Inc
2025-08-09 00:00:00,6602,Ok color nor believe.,"Clark, Bradley and Jackson"
2025-08-08 00:00:00,9544,Experience raise especially bank.,Barrera Group
2025-08-18 00:00:00,-9897,After training grow total through.,Kramer Group
2025-08-23 00:00:00,-8312,Product than great war hand relationship civil.,"Collins, Bentley and Valdez"
2025-08-23 00:00:00,-8469,Role nice week now final operation.,Byrd-Rangel
2025-08-12 00:00:00,3534,Keep scientist western cost.,"Murillo, Lee and Lopez"
2025-08-01 00:00:00,-30000,Tough impact onto future west.,Cash Advance Inc.
2025-08-06 00:00:00,6668,Order to end hard meet assume.,Tran-Burns
2025-08-05 00:00:00,-7441,Professor night one. Wall wrong between.,"Stone, Mccullough and Jimenez"
2025-08-30 00:00:00,-7357,Yourself help fill control medical red some.,"Brooks, Thompson and Alexander"
2025-08-28 00:00:00,-9992,How short record soldier.,Horton-Taylor
2025-08-08 00:00:00,-3497,System box ask prepare expert.,Bennett-Kirby
2025-08-26 00:00:00,-9895,Year tax special provide present early indeed.,Bowers-Raymond
2025-08-14 00:00:00,291,Prove shake Democrat myself.,Williams-Wang
2025-08-08 00:00:00,8569,Friend industry begin value receive.,"Allen, Smith and Zamora"
2025-08-18 00:00:00,-5543,Live bad middle.,Miller-Cole
2025-08-12 00:00:00,-8563,Make operation control way important gun.,Haney Ltd
2025-08-04 00:00:00,3586,Bring trade despite only indeed could.,Dawson-Rush
2025-08-18 00:00:00,-867,Especially less run account leader exactly truth.,"Brown, White and Lee"
2025-08-03 00:00:00,335.06041339293233,Light fall Republican three.,Lopez LLC
2025-08-11 00:00:00,-9401,School on everything woman without.,Murray-Chavez
2025-08-12 00:00:00,-9838,Which nor can himself.,Fields Group
2025-08-18 00:00:00,-9459,Near sort at they.,"Huang, Johnson and Anderson"
2025-08-16 00:00:00,-3015,Rise statement other several nothing Republican.,Peterson LLC
2025-08-13 00:00:00,-9750,Direction sometimes might fall defense.,"Duarte, Lee and Matthews"
2025-08-05 00:00:00,1577,Physical include yourself camera far.,"Hart, Park and Boyd"
2025-08-10 00:00:00,6970,Another nor picture per start.,Bauer Inc
2025-08-28 00:00:00,-5721,Even shake trouble attack under door.,Barnes-Johnson
2025-08-12 00:00:00,4395.3017183738675,Majority style price those.,Wood-Thomas
2025-08-24 00:00:00,-9886,Father beyond bad will where then each.,White LLC
2025-08-09 00:00:00,-3434,Hour clear interview account Mr.,Archer and Sons
2025-08-04 00:00:00,-29225,Hard recent wind test audience mother.,Cash Advance Inc.
2025-08-16 00:00:00,4593,Value style than official control mean read.,Miller-Cole
2025-08-30 00:00:00,5403,Front down provide score evening.,Aguirre LLC
2025-08-27 00:00:00,-2365,Girl station something message election.,Archer and Sons
2025-08-16 00:00:00,-5512,Grow particular free Mr reality court firm.,"Ortiz, Hoffman and Fuller"
2025-08-04 00:00:00,-8246,Light even too challenge certain tax quite.,Howell PLC
2025-08-05 00:00:00,-6243,Any minute never prove rule.,Flores LLC
2025-08-19 00:00:00,-4092,Catch shoulder later fund first thing.,Bauer Inc
2025-08-18 00:00:00,-2126,Election station rich never five behind.,"Jenkins, Gonzalez and Morgan"
2025-08-13 00:00:00,-30000,Occur fill itself leader interesting wear send.,Immediate Funding Inc.
2025-08-14 00:00:00,-9943,Story live player manager.,Marquez PLC
2025-08-14 00:00:00,144,Knowledge fund close blood source moment.,Lewis-Hayes
2025-08-17 00:00:00,-659,Work art growth health environmental never.,"King, Webster and Brown"
2025-08-17 00:00:00,-3129,Recent few yard life real.,Flores LLC
2025-08-12 00:00:00,-7540,Tonight Mr whom team.,Lewis-Hayes
2025-08-22 00:00:00,7709.8381515960455,Whether wrong officer political approach.,Smith-Allen
2025-08-29 00:00:00,3081,Usually moment next official that.,"Brown, James and Arroyo"
2025-08-08 00:00:00,-29095,Box place find bring color should.,Quick Loan Inc.
2025-08-23 00:00:00,-10000,Themselves fact usually whole raise.,Craig Ltd
2025-08-25 00:00:00,6334,Senior thank energy big hotel southern.,Gallegos-Nash
2025-08-29 00:00:00,-7246,Nice hospital hand weight.,Cochran-Browning
2025-08-03 00:00:00,449,Relationship car moment point be.,Craig Ltd
2025-08-06 00:00:00,6103,Vote former political you there trouble.,Maxwell Inc
2025-08-08 00:00:00,-8852,Hour article study seek young shoulder dark.,"Phillips, Gutierrez and Davidson"
2025-08-24 00:00:00,-180,Significant life already ask big leave.,"Guerra, Lopez and Davis"
2025-08-24 00:00:00,5086,Former fly base successful real camera home.,Stevenson-Ferguson
2025-08-26 00:00:00,-9368,Wind sport federal despite speech cut.,Becker-Mckinney
2025-08-18 00:00:00,-1936,Your notice produce drug worry.,Clements PLC
2025-08-24 00:00:00,-9986,Collection TV ready door suddenly.,"Suarez, Walker and Mitchell"
2025-08-18 00:00:00,-9407,Everyone already firm main mean money nothing.,"Webb, Price and Jimenez"
2025-08-06 00:00:00,-4777,Throughout power some.,Townsend-Hale
2025-08-03 00:00:00,-30000,Wife senior role remember stuff build general.,Cash Advance Inc.
2025-08-26 00:00:00,-4321,Head recently recent card soldier need.,Guzman LLC
2025-08-02,-40569,Transfer to Account #XXX,Internal Transfer
2025-08-21 00:00:00,-8061,Bed reason which coach Mrs girl.,"Matthews, Huffman and Arellano"
2025-08-15 00:00:00,-1953,Size fight production role economy enough off.,White-Collins
2025-08-12 00:00:00,-9106,Avoid property sport friend wide.,Stevens Group
2025-08-06 00:00:00,-4854,Pressure commercial behavior.,Banks Group
2025-08-25 00:00:00,439,Old especially also stuff decision film.,"Thompson, Coffey and Kidd"
2025-08-30 00:00:00,-8346,Performance soldier throw perform.,Trujillo-Thomas
2025-08-03 00:00:00,333,Light fall Republican three.,Lopez LLC
2025-08-27 00:00:00,-8445,Must sister message which walk yet.,"Collins, Bentley and Valdez"
2025-08-27 00:00:00,1428,Fast agreement popular instead.,"Martin, Payne and Stewart"
2025-08-30 00:00:00,-9998,Lose own whole edge cultural.,Lewis-Hayes
2025-08-14 00:00:00,9609,Player share rest trial lose.,"Alvarez, Edwards and Aguirre"
2025-08-12 00:00:00,-5163,Try call meeting.,Francis-Mann
2025-08-01 00:00:00,-7081,Where glass call produce PM.,Sanchez-Rodgers
2025-08-28 00:00:00,4112,Test war mission woman camera.,Anderson-Reed
2025-08-16 00:00:00,537,Pressure begin challenge school happen modern.,Horne Group
2025-08-09 00:00:00,-1394.072718244213,Imagine teach responsibility.,Richards-White
2025-08-24 00:00:00,359,East audience believe rule foot me city.,Perez-Tucker
2025-08-27 00:00:00,-4672,Girl become possible.,Hopkins-Cook
2025-08-23 00:00:00,6285,Identify apply crime. Where it friend positive.,Williams Group
2025-08-03 00:00:00,-30000,Far necessary meeting east.,Cash Advance Inc.
2025-08-22,-10241,Transfer to Account #XXX,Internal Transfer
2025-08-19 00:00:00,7992,Result record population run contain.,James-Conway
2025-08-23 00:00:00,3659,Challenge drive find star be over.,Pineda-Newman
2025-08-29 00:00:00,-6660,Her person fine.,Smith-Brown
2025-08-30 00:00:00,-8727,Attack reflect back weight game area.,Banks Group
2025-08-15 00:00:00,4488.754058591588,Race religious account that surface environment.,Mitchell-Hudson
2025-08-17 00:00:00,-2885,Spend doctor area hair whole.,"Guerra, Lopez and Davis"
2025-08-02 00:00:00,-9478,Experience enough region. Least bill attorney.,White-Ramos
2025-08-04 00:00:00,-3377,Before yard find write product cover son.,"Cooper, Morgan and Miller"
2025-08-21 00:00:00,-4815,Art common person blue five society factor.,Miller Ltd
